id,tiempoCreacion,tiempoFinalizacion,tiempoEnSistema
0,6.921034928892882,90.19504110489368,5.096414974072644
1,13.002518405913387,134.09862613082103,11.0
2,1.3507652518012383,23.139942934242303,6.041316803421271
3,0.8866806262790725,23.09862613082103,18.0
4,8.0443661071828,118.19504110489368,26.055098170651377
5,0.9743135688443139,13.19504110489368,6.0
6,2.657645771775794,42.1399429342423,6.0
7,0.9883578187857043,19.19504110489368,12.0
8,12.917271809686914,140.1399429342423,17.944901829348623
9,7.625173538904007,109.19504110489368,20.0
10,2.6527031901897233,54.195041104893676,18.055098170651377
11,5.541906188575941,83.1399429342423,10.0
12,6.641213021119492,108.19504110489368,25.055098170651377
13,1.4262068743434089,24.09862613082103,6.903585025927352
14,0.8669944699293886,22.19504110489368,17.096414974072648
15,6.041212668972001,89.19504110489368,10.0
16,2.410718898606763,43.1399429342423,11.999999999999996
17,0.1974717127940532,2.0986261308210317,1.9011544180269784
18,3.180905236280146,66.1399429342423,19.041316803421267
19,1.1130486567681568,26.19504110489368,12.055098170651377
20,12.532811319266417,139.1399429342423,18.041316803421267
21,2.151287766336204,36.1399429342423,5.041316803421267
22,8.588913855516898,116.19504110489368,19.055098170651377
23,10.252250846175158,125.19504110489368,18.055098170651377
24,1.2610826930521306,33.1399429342423,17.94490182934862
25,5.394536312271288,85.19504110489368,22.096414974072644
26,2.5413609208868113,60.09862613082103,24.958683196578733
27,1.6328287684596534,27.09862613082103,6.958683196578729
28,0.3597402113667739,9.098626130821032,8.738885919454258
29,7.421226146060613,94.09862613082103,6.0
30,2.1627387400224505,36.195041104893676,5.096414974072644
31,3.5606885788468983,68.09862613082103,13.903585025927356
32,5.689647678823324,85.09862613082103,10.0
33,9.278647984365668,117.1399429342423,12.041316803421267
34,2.0109763110372754,40.09862613082103,10.958683196578729
35,0.13994293424230372,1.1399429342423038,1.0
36,10.479416308071766,115.09862613082103,6.958683196578733
37,1.5137429994310359,31.09862613082103,12.0
38,4.344528411827152,77.19504110489368,18.055098170651377
39,20.53732314048383,138.19504110489368,7.096414974072644
40,0.19504110489367918,7.1399429342423035,6.944901829348624
41,4.538776995766195,67.09862613082103,6.958683196578733
42,2.1208480971227353,35.195041104893676,5.055098170651373
43,7.7189105051379245,110.19504110489368,19.0
44,2.866998235595312,45.1399429342423,7.0
45,20.750084304955248,142.09862613082103,9.903585025927356
46,0.6144879990130881,10.139942934242303,9.525454935229215
47,11.488223231178619,132.19504110489368,17.0
48,1.0540914425847565,18.09862613082103,5.958683196578729
49,0.2270088582976277,2.1399429342423035,1.9129340759446758
50,2.864015052206031,56.09862613082103,18.903585025927356
51,3.6690162418025976,69.1399429342423,13.944901829348623
52,8.212669711254357,113.1399429342423,20.0
53,5.805478964632591,92.1399429342423,15.944901829348623
54,14.089028502635578,134.1399429342423,10.944901829348623
55,6.6787228916587,102.1399429342423,18.944901829348623
56,1.097221566585089,19.139942934242303,5.944901829348623
57,2.821988260949623,44.1399429342423,6.944901829348623
58,14.867358051594476,131.09862613082103,5.958683196578733
59,12.677055354018792,139.19504110489368,18.096414974072644
60,4.879612022489977,79.19504110489368,18.055098170651377
61,5.444113956693425,88.09862613082103,21.0
62,0.6655163680562639,17.09862613082103,16.43310976276477
63,11.515267768377662,133.1399429342423,17.0
64,3.537473113521922,59.09862613082103,6.958683196578733
65,5.496456157073864,81.1399429342423,10.944901829348623
66,1.9739828854495707,30.139942934242303,6.041316803421271
67,5.973552728826513,95.19504110489368,16.055098170651377
68,4.041807963531763,76.19504110489368,19.055098170651377
69,1.0649766766321622,24.19504110489368,12.055098170651377
70,5.46707062599226,75.09862613082103,5.958683196578733
71,2.3832908251652096,37.09862613082103,5.958683196578729
72,6.89430151483676,104.09862613082103,19.0
73,0.9559680458440956,19.09862613082103,11.958683196578729
74,4.2094571476412606,71.19504110489368,14.0
75,2.6050125717905956,54.09862613082103,18.903585025927356
76,8.970566265146628,107.1399429342423,6.041316803421267
77,1.8111298209754967,33.09862613082103,12.0
78,1.1797680347479806,20.19504110489368,5.096414974072648
79,7.703264620576989,103.19504110489368,14.0
80,4.665424469335433,73.1399429342423,13.0
81,1.9448782705157102,35.09862613082103,12.0
82,2.915064538710686,47.09862613082103,7.0
83,5.629309548397199,90.09862613082103,15.903585025927356
84,3.578743373281472,74.19504110489368,19.055098170651377
85,7.8929773202983675,98.19504110489368,6.055098170651377
86,16.073423559702704,140.19504110489368,11.0
87,6.65830074196563,95.09862613082103,11.903585025927356
88,5.3771759975429205,85.1399429342423,22.041316803421267
89,1.6688841973016524,32.1399429342423,11.94490182934862
90,5.451046013058791,79.09862613082103,11.0
91,4.8282033338111106,79.1399429342423,18.0
92,0.4901991098660228,15.19504110489368,14.704841995027657
93,15.182736179294366,139.09862613082103,13.0
94,1.338538466370072,29.09862613082103,13.0
95,1.8583589275833312,28.19504110489368,6.096414974072648
96,8.214014279589925,101.1399429342423,7.041316803421267
97,0.7970538960599435,17.19504110489368,16.397987208833737
98,0.23657827894407077,20.139942934242303,19.903364655298233
99,20.655879768333833,136.09862613082103,4.958683196578733
100,4.724402422136511,67.19504110489368,7.055098170651377
101,7.315646773405994,91.19504110489368,6.055098170651377
102,3.0386669386270206,58.09862613082103,11.958683196578733
103,10.863792544507302,129.19504110489368,18.0
104,4.286229720920947,72.09862613082103,13.958683196578733
105,6.335378058507179,92.19504110489368,10.096414974072644
106,2.422366802641499,38.1399429342423,6.0
107,2.5512361459797344,60.1399429342423,24.944901829348623
108,0.7983288129163061,12.139942934242303,11.341614121325996
109,5.8177130420319605,93.1399429342423,15.944901829348623
110,11.158761465932837,119.19504110489368,6.055098170651377
111,9.846323570686216,123.19504110489368,18.096414974072644
112,10.834383100703624,129.09862613082103,18.903585025927356
113,7.534867083247996,109.1399429342423,19.944901829348623
114,1.2348836992801617,21.139942934242303,5.944901829348623
115,8.151006337822695,113.09862613082103,20.903585025927356
116,5.952187052475142,83.19504110489368,4.096414974072644
117,3.123237742837668,58.1399429342423,11.944901829348623
118,4.075509711766293,77.09862613082103,19.903585025927356
119,12.472967952656619,125.1399429342423,5.944901829348623
120,0.6468921360458166,5.098626130821032,4.451733994775215
121,0.7155375196048159,17.139942934242303,16.424405414637487
122,3.124109542656526,52.1399429342423,5.944901829348623
123,3.7871687829846903,75.1399429342423,19.0
124,4.092705041479362,64.1399429342423,6.944901829348623
125,1.908483813571723,29.139942934242303,6.944901829348623
126,7.037590264788737,97.19504110489368,12.055098170651377
127,2.922122444191521,60.195041104893676,19.0
128,8.437173146441589,115.19504110489368,20.0
129,11.129059993011504,130.1399429342423,17.0
130,2.7820861663616836,43.195041104893676,6.0
131,11.867974832175722,122.19504110489368,6.0
132,2.9521733475591536,55.195041104893676,12.055098170651377
133,0.8667569914154168,14.139942934242303,12.0
134,9.884241007813394,124.1399429342423,18.944901829348623
135,2.9898192007870596,50.195041104893676,5.055098170651377
136,6.967134415949224,97.1399429342423,12.0
137,9.158624398665879,108.1399429342423,6.944901829348623
138,1.6238839507187859,37.195041104893676,18.055098170651373
139,7.5180713152106655,101.19504110489368,13.096414974072644
140,3.3140309658963774,57.09862613082103,6.903585025927356
141,1.3672252661805706,35.1399429342423,17.999999999999996
142,2.8979550455145953,57.195041104893676,18.096414974072644
143,6.250866718044359,86.09862613082103,4.958683196578733
144,1.3360883732532995,22.09862613082103,6.0
145,2.046217711703679,34.1399429342423,4.9999999999999964
146,11.175886248552509,121.09862613082103,6.0
147,0.4200484745104273,15.098626130821032,14.678577656310605
148,0.8174832601699801,25.09862613082103,24.281142870651053
149,2.4147172838176285,56.1399429342423,24.041316803421267
150,0.8291235058254911,7.195041104893679,5.096414974072648
151,1.2036926777933132,21.09862613082103,5.958683196578729
152,2.6795881913307156,61.1399429342423,24.041316803421267
153,2.0089697082538884,46.195041104893676,17.999999999999996
154,3.1360884802201605,59.1399429342423,12.041316803421267
155,0.3214432182435453,8.19504110489368,7.873597886650134
156,8.945549991105453,111.19504110489368,13.0
157,2.467195026315511,39.09862613082103,6.0
158,7.343942087961001,105.09862613082103,19.903585025927356
159,14.599603314735754,130.19504110489368,5.055098170651377
160,0.09862613082103137,13.098626130821032,13.0
161,10.628754184583668,133.09862613082103,23.903585025927356
162,4.286458880863018,65.19504110489368,6.096414974072644
163,3.2406753169383804,63.09862613082103,12.903585025927356
164,14.300909627444982,135.09862613082103,10.903585025927356
165,1.7734749008948476,32.195041104893676,11.999999999999996
166,2.471372168170975,46.1399429342423,13.0
167,11.111552459596018,124.19504110489368,11.055098170651377
168,9.031178859477226,120.19504110489368,19.055098170651377
169,3.8633396048546653,70.19504110489368,13.055098170651377
170,6.633227513795806,101.09862613082103,18.903585025927356
171,8.043894921406425,112.1399429342423,20.0
172,11.404673193401221,121.1399429342423,6.0
173,3.3493947637693005,65.1399429342423,13.0
174,1.5936991285708435,25.19504110489368,6.096414974072648
175,3.324178729289616,57.1399429342423,6.041316803421267
176,2.4621231860415524,45.195041104893676,12.096414974072644
177,5.526275828346876,82.09862613082103,10.0
178,8.000962031245303,105.19504110489368,13.055098170651377
179,6.44005897304513,100.1399429342423,18.041316803421267
180,9.178734312409848,116.1399429342423,12.041316803421267
181,12.60007627602969,126.19504110489368,5.096414974072644
182,19.743947817345582,138.1399429342423,7.944901829348623
183,3.819174897402922,62.195041104893676,6.055098170651377
184,11.871955799040158,123.09862613082103,6.903585025927356
185,4.481126671357823,66.19504110489368,6.096414974072644
186,5.43835813537809,82.19504110489368,16.055098170651377
187,0.4384078011722137,15.139942934242303,14.701535133070088
188,2.798440687297512,44.09862613082103,6.903585025927356
189,10.081445738681602,113.19504110489368,6.055098170651377
190,1.002808669019971,16.09862613082103,5.958683196578729
191,1.5065817506163472,41.195041104893676,23.096414974072644
192,1.982670544433564,31.139942934242303,5.944901829348623
193,3.0320896961519432,51.09862613082103,5.903585025927356
194,2.0586777420170805,40.1399429342423,10.999999999999996
195,10.586339554591667,115.1399429342423,6.944901829348623
196,1.630428132947981,32.09862613082103,12.903585025927352
197,15.10054696529528,131.1399429342423,6.0
198,2.7371439935592816,55.1399429342423,18.041316803421267
199,9.006350205784045,126.09862613082103,25.0
